image_id,text,image_path
a01-026x-08,"Central|African|Federation|,|went|to|Chequers",datasets/iam/lines/a01/a01-026x/a01-026x-08.png
a01-026x-09,at|the|week-end|for|talks|with|Mr.|Macmillan|.,datasets/iam/lines/a01/a01-026x/a01-026x-09.png
a01-030-00,Northern|Rhodesia|is|a|member|of|the|Federation|.,datasets/iam/lines/a01/a01-030/a01-030-00.png
a01-030-01,Mr.|Macleod|was|not|at|the|week-end|meeting|.|But|he|told,datasets/iam/lines/a01/a01-030/a01-030-01.png
a01-030-02,"M Ps|yesterday|:|""|I|have|no|knowledge|of|secret|negotiations|.|""",datasets/iam/lines/a01/a01-030/a01-030-02.png
a01-030-03,He|said|Britain|had|an|obligation|to|consult|the|Federal,datasets/iam/lines/a01/a01-030/a01-030-03.png
a01-030-04,Government|.|But|the|final|decision|remained|with|the|British,datasets/iam/lines/a01/a01-030/a01-030-04.png
a01-030-05,"Government|.|Mr.|James|Callaghan|,|Labour's|Colonial|spokesman|,",datasets/iam/lines/a01/a01-030/a01-030-05.png
a01-030-06,said|Sir|Roy|had|no|right|to|delay|progress|in|the|talks|by,datasets/iam/lines/a01/a01-030/a01-030-06.png
a01-030-07,refusing|to|sit|round|the|conference|table|.,datasets/iam/lines/a01/a01-030/a01-030-07.png
a01-030u-00,Northern|Rhodesia|is|a|member|of|the|Federation|.,datasets/iam/lines/a01/a01-030u/a01-030u-00.png
a01-030u-01,Mr.|Macleod|was|not|at|the|week-end,datasets/iam/lines/a01/a01-030u/a01-030u-01.png
a01-030u-02,"meeting|.|But|he|told|M Ps|yesterday|:|""|I",datasets/iam/lines/a01/a01-030u/a01-030u-02.png
a01-030u-03,"have|no|knowledge|of|secret|negotiations|.|""",datasets/iam/lines/a01/a01-030u/a01-030u-03.png
a01-030u-04,He|said|Britain|had|an|obligation|to|consult,datasets/iam/lines/a01/a01-030u/a01-030u-04.png
a01-030u-05,the|Federal|Government|.|But|the|final,datasets/iam/lines/a01/a01-030u/a01-030u-05.png
a01-030u-06,decision|remained|with|the|British|Government|.,datasets/iam/lines/a01/a01-030u/a01-030u-06.png
a01-030u-07,"Mr.|James|Callaghan|,|Labour's|Colonial",datasets/iam/lines/a01/a01-030u/a01-030u-07.png
a01-030u-08,"spokesman|,|said|Sir|Roy|had|no|right|to",datasets/iam/lines/a01/a01-030u/a01-030u-08.png
a01-030u-09,delay|progress|in|the|talks|by|refusing,datasets/iam/lines/a01/a01-030u/a01-030u-09.png
a01-030u-10,to|sit|round|the|conference|table|.,datasets/iam/lines/a01/a01-030u/a01-030u-10.png
a01-030x-00,Northern|Rhodesia|is|a|member|of|the|Fede-,datasets/iam/lines/a01/a01-030x/a01-030x-00.png
a01-030x-01,ration|.|Mr.|Macleod|was|not|at|the|week-end,datasets/iam/lines/a01/a01-030x/a01-030x-01.png
a01-030x-02,"meeting|.|But|he|told|M Ps|yesterday|:|""|I",datasets/iam/lines/a01/a01-030x/a01-030x-02.png
a01-030x-03,"have|no|knowledge|of|secret|negotiations|.|""|He",datasets/iam/lines/a01/a01-030x/a01-030x-03.png
a01-030x-04,said|Britain|had|an|obligation|to|consult,datasets/iam/lines/a01/a01-030x/a01-030x-04.png
a01-030x-05,"the|Federal|Government|.|Mr.|James|Callaghan|,",datasets/iam/lines/a01/a01-030x/a01-030x-05.png
a01-030x-06,"Labour's|Colonial|spokesman|,|said|Sir|Roy|had",datasets/iam/lines/a01/a01-030x/a01-030x-06.png
a01-030x-07,no|right|to|delay|progress|in|the|talks|by,datasets/iam/lines/a01/a01-030x/a01-030x-07.png
a01-030x-08,refusing|to|sit|round|the|conference|table|.,datasets/iam/lines/a01/a01-030x/a01-030x-08.png
a01-038-00,Mr.|Macleod|thought|the|two|Rhodesian,datasets/iam/lines/a01/a01-038/a01-038-00.png
a01-038-01,parties|had|refused|to|attend|the|talks,datasets/iam/lines/a01/a01-038/a01-038-01.png
a01-038-02,because|Sir|Roy|had|found|messages,datasets/iam/lines/a01/a01-038/a01-038-02.png
a01-038-03,"sent|from|the|Government|were|""|unsatisfac-",datasets/iam/lines/a01/a01-038/a01-038-03.png
a01-038-04,"tory|.|""|African|delegates|to|the|talks|yester-",datasets/iam/lines/a01/a01-038/a01-038-04.png
a01-038-05,day|called|on|Mr.|Macmillan|to|cease|his,datasets/iam/lines/a01/a01-038/a01-038-05.png
a01-038-06,"negotiations|with|Sir|Roy's|representative|,",datasets/iam/lines/a01/a01-038/a01-038-06.png
a01-038-07,Mr.|Julius|Greenfield|.|He|was|at|Che-,datasets/iam/lines/a01/a01-038/a01-038-07.png
a01-038-08,quers|last|week-end|.|They|said|they,datasets/iam/lines/a01/a01-038/a01-038-08.png
a01-038-09,"regarded|with|""|growing|anger|""|the|""|gross",datasets/iam/lines/a01/a01-038/a01-038-09.png
a01-038-10,"and|unconstitutional|""|interference|by",datasets/iam/lines/a01/a01-038/a01-038-10.png
a01-038-11,Sir|Roy's|Federal|Government|in|the,datasets/iam/lines/a01/a01-038/a01-038-11.png
a01-038-12,talks|.,datasets/iam/lines/a01/a01-038/a01-038-12.png
a01-038x-00,Mr.|Macleod|thought|the|two|Rhodesian|parties,datasets/iam/lines/a01/a01-038x/a01-038x-00.png
a01-038x-01,had|refused|to|attend|the|talks|because|Sir|Roy,datasets/iam/lines/a01/a01-038x/a01-038x-01.png
a01-038x-02,had|found|messages|sent|from|the|Government|were,datasets/iam/lines/a01/a01-038x/a01-038x-02.png
a01-038x-03,"""|unsatisfactory|.|""|African|delegates|to|the|talks|yesterday",datasets/iam/lines/a01/a01-038x/a01-038x-03.png
a01-038x-04,called|on|Mr.|Macmillan|to|cease|his|negotiations|with,datasets/iam/lines/a01/a01-038x/a01-038x-04.png
a01-038x-05,"Sir|Roy's|representative|,|Mr.|Julius|Greenfield|.|He|was",datasets/iam/lines/a01/a01-038x/a01-038x-05.png
a01-038x-06,at|Chequers|last|week-end|.|They|said|they|regarded,datasets/iam/lines/a01/a01-038x/a01-038x-06.png
a01-038x-07,"with|""|growing|anger|""|the|gross|and|unconstitutional|""",datasets/iam/lines/a01/a01-038x/a01-038x-07.png
a01-038x-08,interference|by|Sir|Roy's|Federal|Government|in|the|talks|.,datasets/iam/lines/a01/a01-038x/a01-038x-08.png
a01-043-00,Informal|talks|at|Lancaster|House|will,datasets/iam/lines/a01/a01-043/a01-043-00.png
a01-043-01,resume|today|.|President|Kennedy|today,datasets/iam/lines/a01/a01-043/a01-043-01.png
a01-043-02,defended|the|appointment|of|a|Negro|as,datasets/iam/lines/a01/a01-043/a01-043-02.png
a01-043-03,his|Housing|Minister|.|It|has|aroused,datasets/iam/lines/a01/a01-043/a01-043-03.png
a01-043-04,strong|opposition|from|the|anti-Negro,datasets/iam/lines/a01/a01-043/a01-043-04.png
a01-043-05,senators|of|the|Deep|South|.|The|negro,datasets/iam/lines/a01/a01-043/a01-043-05.png
a01-043-06,is|Mr.|Robert|Weaver|of|New|York|.|One,datasets/iam/lines/a01/a01-043/a01-043-06.png
a01-043-07,of|his|tasks|will|be|to|see|there|is|no,datasets/iam/lines/a01/a01-043/a01-043-07.png
a01-043-08,racial|discrimination|in|Government,datasets/iam/lines/a01/a01-043/a01-043-08.png
a01-043-09,and|State|housing|projects|.,datasets/iam/lines/a01/a01-043/a01-043-09.png
a01-043-10,B.Kaufmann,datasets/iam/lines/a01/a01-043/a01-043-10.png
a01-043u-00,Informal|talks|at|Lancaster|House|will,datasets/iam/lines/a01/a01-043u/a01-043u-00.png
a01-043u-01,resume|today|.|PRESIDENT|KENNEDY|today,datasets/iam/lines/a01/a01-043u/a01-043u-01.png
a01-043u-02,defended|the|appointment|of|a|Negro|as,datasets/iam/lines/a01/a01-043u/a01-043u-02.png
a01-043u-03,his|Housing|Minister|.|It|has|aroused|strong,datasets/iam/lines/a01/a01-043u/a01-043u-03.png
a01-043u-04,opposition|from|the|anti-Negro|senators|of|the,datasets/iam/lines/a01/a01-043u/a01-043u-04.png
a01-043u-05,Deep|South|.|The|negro|is|Mr.|Robert|#,datasets/iam/lines/a01/a01-043u/a01-043u-05.png
a01-043u-06,Weaver|of|New|York|.|One|of|his|tasks|will,datasets/iam/lines/a01/a01-043u/a01-043u-06.png
a01-043u-07,be|to|see|there|is|no|racial|discrimination,datasets/iam/lines/a01/a01-043u/a01-043u-07.png
a01-043u-08,in|Government|and|State|housing,datasets/iam/lines/a01/a01-043u/a01-043u-08.png
a01-043u-09,projects|.,datasets/iam/lines/a01/a01-043u/a01-043u-09.png
a01-043x-00,Informal|talks|at|Lancaster|House|will|resume,datasets/iam/lines/a01/a01-043x/a01-043x-00.png
a01-043x-01,today|.|PRESIDENT|KENNEDY|today|defended,datasets/iam/lines/a01/a01-043x/a01-043x-01.png
a01-043x-02,the|appointment|of|a|Negro|as|his|Housing|Minister|.,datasets/iam/lines/a01/a01-043x/a01-043x-02.png
a01-043x-03,It|has|aroused|strong|opposition|from|the|anti-Negro,datasets/iam/lines/a01/a01-043x/a01-043x-03.png
a01-043x-04,senators|of|the|Deep|South|.|The|negro|is|Mr.,datasets/iam/lines/a01/a01-043x/a01-043x-04.png
a01-043x-05,Robert|Weaver|of|New|York|.|One|of|his|tasks,datasets/iam/lines/a01/a01-043x/a01-043x-05.png
a01-043x-06,will|be|to|see|there|is|no|racial|discrimination,datasets/iam/lines/a01/a01-043x/a01-043x-06.png
a01-043x-07,in|Government|and|State|housing|projects|.,datasets/iam/lines/a01/a01-043x/a01-043x-07.png
a01-049-00,Senator|Allen|Ellender|of|Louisiana|sparked,datasets/iam/lines/a01/a01-049/a01-049-00.png
a01-049-01,off|the|opposition|by|telling|a|television,datasets/iam/lines/a01/a01-049/a01-049-01.png
a01-049-02,"audience|it|was|""|current|Washington|gossip|""",datasets/iam/lines/a01/a01-049/a01-049-02.png
a01-049-03,that|Weaver|once|had|Communist|affiliations|.,datasets/iam/lines/a01/a01-049/a01-049-03.png
a01-049-04,"The|Senate|Banking|Committee|,|which|is|headed",datasets/iam/lines/a01/a01-049/a01-049-04.png
a01-049-05,"by|another|Southern|Senator|-|Willis|Robertson|,",datasets/iam/lines/a01/a01-049/a01-049-05.png
a01-049-06,of|Virginia|-|met|today|in|closed|session,datasets/iam/lines/a01/a01-049/a01-049-06.png
a01-049-07,to|discuss|Weaver's|appointment|.|Senator,datasets/iam/lines/a01/a01-049/a01-049-07.png
a01-049-08,Robertson|later|disclosed|he|had|sent|a|letter,datasets/iam/lines/a01/a01-049/a01-049-08.png
a01-049-09,to|Mr.|Kennedy|saying|he|had|received|several,datasets/iam/lines/a01/a01-049/a01-049-09.png
a01-049-10,complaints|about|Weaver's|loyalty|.,datasets/iam/lines/a01/a01-049/a01-049-10.png
a01-049u-00,"Senator|Allen|Ellender|,|of|Louisiana|,",datasets/iam/lines/a01/a01-049u/a01-049u-00.png
a01-049u-01,sparked|off|the|opposition|by|telling|a,datasets/iam/lines/a01/a01-049u/a01-049u-01.png
a01-049u-02,"television|audience|it|was|""|current",datasets/iam/lines/a01/a01-049u/a01-049u-02.png
a01-049u-03,"Washington|gossip|""|that|Weaver|once|had",datasets/iam/lines/a01/a01-049u/a01-049u-03.png
a01-049u-04,Communist|affiliations|.|The|Senate|Banking,datasets/iam/lines/a01/a01-049u/a01-049u-04.png
a01-049u-05,"Committee|,|which|is|headed|by|another",datasets/iam/lines/a01/a01-049u/a01-049u-05.png
a01-049u-06,"Southern|Senator|-|Willis|Robertson|,|of",datasets/iam/lines/a01/a01-049u/a01-049u-06.png
a01-049u-07,Virginia|-|met|today|in|closed|session|to,datasets/iam/lines/a01/a01-049u/a01-049u-07.png
a01-049u-08,discuss|Weaver's|appointment|.|Senator,datasets/iam/lines/a01/a01-049u/a01-049u-08.png
a01-049u-09,Robertson|later|disclosed|he|had|sent|a|letter,datasets/iam/lines/a01/a01-049u/a01-049u-09.png
a01-049u-10,to|Mr.|Kennedy|saying|he|had|received,datasets/iam/lines/a01/a01-049u/a01-049u-10.png
a01-049x-00,"Senator|Allen|Ellender|,|of|Louisiana|,",datasets/iam/lines/a01/a01-049x/a01-049x-00.png
a01-049x-01,sparked|off|the|opposition|by|telling|a,datasets/iam/lines/a01/a01-049x/a01-049x-01.png
a01-049x-02,"television|audience|it|was|""|current|Washington",datasets/iam/lines/a01/a01-049x/a01-049x-02.png
a01-049x-03,"gossip|""|that|Weaver|once|had|Communist|affilia-",datasets/iam/lines/a01/a01-049x/a01-049x-03.png
a01-049x-04,"tions|.|The|Senate|Banking|Committee|,|which",datasets/iam/lines/a01/a01-049x/a01-049x-04.png
a01-049x-05,is|headed|by|another|Southern|Senator|-,datasets/iam/lines/a01/a01-049x/a01-049x-05.png
a01-049x-06,"Willis|Robertson|,|of|Virginia|-|met|today|in",datasets/iam/lines/a01/a01-049x/a01-049x-06.png
a01-049x-07,closed|session|to|discuss|Weaver's|appointment|.,datasets/iam/lines/a01/a01-049x/a01-049x-07.png
a01-049x-08,Senator|Robertson|later|disclosed|he|had|sent|a,datasets/iam/lines/a01/a01-049x/a01-049x-08.png
a01-049x-09,letter|to|Mr.|Kennedy|saying|he|had|received|several,datasets/iam/lines/a01/a01-049x/a01-049x-09.png
a01-049x-10,complaints|about|Weaver's|loyalty|.,datasets/iam/lines/a01/a01-049x/a01-049x-10.png
a01-053-00,He|said|these|concerned|Mr.|Weaver's,datasets/iam/lines/a01/a01-053/a01-053-00.png
a01-053-01,alleged|association|with|organisations|black-,datasets/iam/lines/a01/a01-053/a01-053-01.png
a01-053-02,listed|by|the|Government|.|Immediately,datasets/iam/lines/a01/a01-053/a01-053-02.png
a01-053-03,Mr.|Kennedy|rushed|a|letter|to|Senator,datasets/iam/lines/a01/a01-053/a01-053-03.png
a01-053-04,Robertson|saying|the|Federal|Bureau|of|In-,datasets/iam/lines/a01/a01-053/a01-053-04.png
a01-053-05,vestigation|had|reported|on|Mr.|Weaver|.,datasets/iam/lines/a01/a01-053/a01-053-05.png
a01-053-06,"He|believed|he|would|perform|""|outstanding",datasets/iam/lines/a01/a01-053/a01-053-06.png
a01-053-07,"service|""|in|his|post|.|Senator|Robertson's",datasets/iam/lines/a01/a01-053/a01-053-07.png
a01-053-08,committee|has|to|pass|Mr.|Weaver's,datasets/iam/lines/a01/a01-053/a01-053-08.png
a01-053-09,nomination|before|it|can|be|con-,datasets/iam/lines/a01/a01-053/a01-053-09.png
a01-053-10,#|sidered|by|the|full|Senate|.,datasets/iam/lines/a01/a01-053/a01-053-10.png
a01-053u-00,He|said|these|concerned|Mr.|Weaver's,datasets/iam/lines/a01/a01-053u/a01-053u-00.png
a01-053u-01,alleged|association|with|organisations|black-,datasets/iam/lines/a01/a01-053u/a01-053u-01.png
a01-053u-02,listed|by|the|Government|.|Immediately|Mr.,datasets/iam/lines/a01/a01-053u/a01-053u-02.png
a01-053u-03,Kennedy|rushed|a|letter|to|Senator|Robertson,datasets/iam/lines/a01/a01-053u/a01-053u-03.png
a01-053u-04,saying|the|Federal|Bureau|of|Investigation|had,datasets/iam/lines/a01/a01-053u/a01-053u-04.png
a01-053u-05,reported|on|Mr.|Weaver|.|He|believed,datasets/iam/lines/a01/a01-053u/a01-053u-05.png
a01-053u-06,"he|would|perform|""|outstanding|service|""",datasets/iam/lines/a01/a01-053u/a01-053u-06.png
a01-053u-07,in|his|post|.|Senator|Robertson's|committee,datasets/iam/lines/a01/a01-053u/a01-053u-07.png
a01-053u-08,has|to|pass|Mr.|Weaver's|nomination|before|it,datasets/iam/lines/a01/a01-053u/a01-053u-08.png
a01-053u-09,can|be|considered|by|the|full|Senate|.,datasets/iam/lines/a01/a01-053u/a01-053u-09.png
a01-053x-00,He|said|these|concerned|Mr.|Weaver's|alleged,datasets/iam/lines/a01/a01-053x/a01-053x-00.png
a01-053x-01,association|with|organisations|black-listed|by|the,datasets/iam/lines/a01/a01-053x/a01-053x-01.png
a01-053x-02,Government|.|Immediately|Mr.|Kennedy|rushed|a|letter,datasets/iam/lines/a01/a01-053x/a01-053x-02.png
a01-053x-03,to|Senator|Robertson|saying|the|Federal|Bureau,datasets/iam/lines/a01/a01-053x/a01-053x-03.png
a01-053x-04,of|Investigation|had|reported|on|Mr.|Weaver|.,datasets/iam/lines/a01/a01-053x/a01-053x-04.png
a01-053x-05,"He|believed|he|would|perform|""|outstanding",datasets/iam/lines/a01/a01-053x/a01-053x-05.png
a01-053x-06,"service|""|in|his|post|.|Senator|Robertson's",datasets/iam/lines/a01/a01-053x/a01-053x-06.png
a01-053x-07,committee|has|to|pass|Mr.|Weaver's,datasets/iam/lines/a01/a01-053x/a01-053x-07.png
a01-053x-08,nomination|before|it|can|be|considered|by|the,datasets/iam/lines/a01/a01-053x/a01-053x-08.png
a01-053x-09,full|Senate|.,datasets/iam/lines/a01/a01-053x/a01-053x-09.png
a01-058-00,PRESIDENT|KENNEDY|is|ready|to|get|tough,datasets/iam/lines/a01/a01-058/a01-058-00.png
a01-058-01,over|West|Germany's|cash|offer|to|help,datasets/iam/lines/a01/a01-058/a01-058-01.png
a01-058-02,America's|balance|of|payments|position|.,datasets/iam/lines/a01/a01-058/a01-058-02.png
a01-058-03,He|said|bluntly|in|Washington|yester-,datasets/iam/lines/a01/a01-058/a01-058-03.png
a01-058-04,day|that|the|offer|-|357million|-|was,datasets/iam/lines/a01/a01-058/a01-058-04.png
a01-058-05,not|good|enough|.|And|he|indicated,datasets/iam/lines/a01/a01-058/a01-058-05.png
a01-058-06,that|his|Government|would|try|to|get,datasets/iam/lines/a01/a01-058/a01-058-06.png
a01-058-07,Germany|to|pay|more|.|He|did|not,datasets/iam/lines/a01/a01-058/a01-058-07.png
a01-058-08,mention|personal|talks|with|Dr.,datasets/iam/lines/a01/a01-058/a01-058-08.png
a01-058-09,"Adenauer|,|the|West|German|Chancellor|.",datasets/iam/lines/a01/a01-058/a01-058-09.png
a01-058u-00,PRESIDENT|KENNEDY|is|ready|to|get|tough,datasets/iam/lines/a01/a01-058u/a01-058u-00.png
a01-058u-01,over|West|Germany's|cash|offer|to|help,datasets/iam/lines/a01/a01-058u/a01-058u-01.png
a01-058u-02,America's|balance|of|payments|position|.|He,datasets/iam/lines/a01/a01-058u/a01-058u-02.png
a01-058u-03,said|bluntly|in|Washington|yesterday|that,datasets/iam/lines/a01/a01-058u/a01-058u-03.png
a01-058u-04,the|offer|-|357million|-|was|not|good|enough|.,datasets/iam/lines/a01/a01-058u/a01-058u-04.png
a01-058u-05,And|he|indicated|that|his|Government,datasets/iam/lines/a01/a01-058u/a01-058u-05.png
a01-058u-06,would|try|to|get|Germany|to|pay|more|.|He,datasets/iam/lines/a01/a01-058u/a01-058u-06.png
a01-058u-07,did|not|mention|personal|talks|with|Dr.,datasets/iam/lines/a01/a01-058u/a01-058u-07.png
a01-058u-08,"Adenauer|,|the|West|German|Chancellor|.",datasets/iam/lines/a01/a01-058u/a01-058u-08.png
a01-058x-00,PRESIDENT|KENNEDY|is|ready|to|get,datasets/iam/lines/a01/a01-058x/a01-058x-00.png
a01-058x-01,tough|over|West|Germany's|cash|offer|to,datasets/iam/lines/a01/a01-058x/a01-058x-01.png
a01-058x-02,help|America's|balance|of|payments|position,datasets/iam/lines/a01/a01-058x/a01-058x-02.png
a01-058x-03,He|said|bluntly|in|Washington|yesterday,datasets/iam/lines/a01/a01-058x/a01-058x-03.png
a01-058x-04,that|the|offer|-|357million|-|was|not|good,datasets/iam/lines/a01/a01-058x/a01-058x-04.png
a01-058x-05,enough|.|And|he|indicated|that|his,datasets/iam/lines/a01/a01-058x/a01-058x-05.png
a01-058x-06,Government|would|try|to|get|Germany|to,datasets/iam/lines/a01/a01-058x/a01-058x-06.png
a01-058x-07,pay|more|.|He|did|not|mention|personal,datasets/iam/lines/a01/a01-058x/a01-058x-07.png
a01-058x-08,"talks|with|Dr.|Adenauer|,|the|West",datasets/iam/lines/a01/a01-058x/a01-058x-08.png
a01-058x-09,German|Chancellor|.,datasets/iam/lines/a01/a01-058x/a01-058x-09.png
a01-063-00,"But|he|said|discussions|""|on|a|higher",datasets/iam/lines/a01/a01-063/a01-063-00.png
a01-063-01,"level|than|in|the|past|""|might|be",datasets/iam/lines/a01/a01-063/a01-063-01.png
a01-063-02,useful|.|The|President|will|probably,datasets/iam/lines/a01/a01-063/a01-063-02.png
a01-063-03,"discuss|the|problem|with|Dr.|Brentano|,",datasets/iam/lines/a01/a01-063/a01-063-03.png
a01-063-04,"the|West|German|Foreign|Minister|,|who|is",datasets/iam/lines/a01/a01-063/a01-063-04.png
a01-063-05,due|in|Washington|next|week|.|A|big,datasets/iam/lines/a01/a01-063/a01-063-05.png
a01-063-06,"slice|of|Germany's|""|aid|""|#|is|the|early",datasets/iam/lines/a01/a01-063/a01-063-06.png
a01-063-07,payment|of|a|210million|debt|to|America|.,datasets/iam/lines/a01/a01-063/a01-063-07.png
a01-063-08,United|States|officials|quickly|point|out,datasets/iam/lines/a01/a01-063/a01-063-08.png
a01-063-09,that|this|is|money|due|to|America,datasets/iam/lines/a01/a01-063/a01-063-09.png
a01-063-10,anyway|.,datasets/iam/lines/a01/a01-063/a01-063-10.png
a01-063u-00,"But|he|said|discussions|""|on|a|higher",datasets/iam/lines/a01/a01-063u/a01-063u-00.png
a01-063u-01,"level|than|in|the|past|""|might|be|useful|.",datasets/iam/lines/a01/a01-063u/a01-063u-01.png
a01-063u-02,The|President|will|probably|discuss|the,datasets/iam/lines/a01/a01-063u/a01-063u-02.png
a01-063u-03,"problem|with|Dr.|Brentano|,|the|West|German",datasets/iam/lines/a01/a01-063u/a01-063u-03.png
a01-063u-04,"Foreign|Minister|,|who|is|due|in|Washington",datasets/iam/lines/a01/a01-063u/a01-063u-04.png
a01-063u-05,"next|week|.|A|big|slice|of|Germany's|""|aid|""",datasets/iam/lines/a01/a01-063u/a01-063u-05.png
a01-063u-06,is|the|early|payment|of|a|210million,datasets/iam/lines/a01/a01-063u/a01-063u-06.png
a01-063u-07,debt|to|America|.|United|States|officials,datasets/iam/lines/a01/a01-063u/a01-063u-07.png
a01-063u-08,quickly|point|out|that|this|is|money|due,datasets/iam/lines/a01/a01-063u/a01-063u-08.png
a01-063u-09,to|America|anyway|.,datasets/iam/lines/a01/a01-063u/a01-063u-09.png
a01-063x-00,"But|he|said|discussions|""|on|a|higher",datasets/iam/lines/a01/a01-063x/a01-063x-00.png
a01-063x-01,"level|than|in|the|past|""|might|be|useful|.",datasets/iam/lines/a01/a01-063x/a01-063x-01.png
a01-063x-02,The|President|will|probably|discuss|the,datasets/iam/lines/a01/a01-063x/a01-063x-02.png
a01-063x-03,"problem|with|Dr.|Brentano|,|the|West",datasets/iam/lines/a01/a01-063x/a01-063x-03.png
a01-063x-04,"German|Foreign|Minister|,|who|is|due|in",datasets/iam/lines/a01/a01-063x/a01-063x-04.png
a01-063x-05,Washington|next|week|.|A|big|slice|of,datasets/iam/lines/a01/a01-063x/a01-063x-05.png
a01-063x-06,"Germany's|""|aid|""|is|the|early|payment",datasets/iam/lines/a01/a01-063x/a01-063x-06.png
a01-063x-07,of|a|210million|debt|to|America|.|United,datasets/iam/lines/a01/a01-063x/a01-063x-07.png
a01-063x-08,States|officials|quickly|point|out|that,datasets/iam/lines/a01/a01-063x/a01-063x-08.png
a01-063x-09,this|is|money|due|to|America|anyway|.,datasets/iam/lines/a01/a01-063x/a01-063x-09.png
a01-068u-00,And|they|are|unimpressed|by|the|Germans'|claim,datasets/iam/lines/a01/a01-068u/a01-068u-00.png
a01-068u-01,that|they|cannot|pay|more|than|357million,datasets/iam/lines/a01/a01-068u/a01-068u-01.png
a01-068u-02,without|upsetting|their|own|economy|.|The,datasets/iam/lines/a01/a01-068u/a01-068u-02.png
a01-068u-03,Americans|say|Germany|is|having|it|too,datasets/iam/lines/a01/a01-068u/a01-068u-03.png
a01-068u-04,good|and|is|not|paying|for|the|past,datasets/iam/lines/a01/a01-068u/a01-068u-04.png
a01-068u-05,or|for|the|present|.|The|Adenauer|Government,datasets/iam/lines/a01/a01-068u/a01-068u-05.png
a01-068u-06,flatly|rejected|attempts|by|the|Eisenhower,datasets/iam/lines/a01/a01-068u/a01-068u-06.png
a01-068u-07,Government|to|get|them|to|pay|a|regular,datasets/iam/lines/a01/a01-068u/a01-068u-07.png
a01-068u-08,sum|towards|the|cost|of|keeping|American,datasets/iam/lines/a01/a01-068u/a01-068u-08.png
a01-068u-09,troops|in|Germany|.,datasets/iam/lines/a01/a01-068u/a01-068u-09.png
a01-072u-00,These|support|costs|are|a|big|drain|on,datasets/iam/lines/a01/a01-072u/a01-072u-00.png
a01-072u-01,America's|dollar|reserves|.|Dr.|Adenauer's,datasets/iam/lines/a01/a01-072u/a01-072u-01.png
a01-072u-02,answer|is|the|once-and-for-all|cash,datasets/iam/lines/a01/a01-072u/a01-072u-02.png
a01-072u-03,offer|of|357million|.|President|Kennedy's,datasets/iam/lines/a01/a01-072u/a01-072u-03.png
a01-072u-04,rejection|of|it|is|a|painful|blow|to|the,datasets/iam/lines/a01/a01-072u/a01-072u-04.png
a01-072u-05,West|German|Government|.|It|will|now|have,datasets/iam/lines/a01/a01-072u/a01-072u-05.png
a01-072u-06,to|pay|more|-|and|increase|taxation|to|do,datasets/iam/lines/a01/a01-072u/a01-072u-06.png
a01-072u-07,so|-|or|run|the|obvious|#|risks|in|upsetting,datasets/iam/lines/a01/a01-072u/a01-072u-07.png
a01-072u-08,the|new|American|administration|.,datasets/iam/lines/a01/a01-072u/a01-072u-08.png
a01-072x-00,These|support|costs|are|a|big|drain|on|America's,datasets/iam/lines/a01/a01-072x/a01-072x-00.png
a01-072x-01,dollar|reserves|.|Dr.|Adenauer's|answer|is|the,datasets/iam/lines/a01/a01-072x/a01-072x-01.png
a01-072x-02,once-and-for-all|cash|offer|of|357million|.|President,datasets/iam/lines/a01/a01-072x/a01-072x-02.png
a01-072x-03,Kennedy's|rejection|of|it|is|a|painful|blow|to|the,datasets/iam/lines/a01/a01-072x/a01-072x-03.png
a01-072x-04,West|German|Government|.|It|will|now|have|to|pay,datasets/iam/lines/a01/a01-072x/a01-072x-04.png
a01-072x-05,more|-|and|increase|taxation|to|do|so|-|or,datasets/iam/lines/a01/a01-072x/a01-072x-05.png
a01-072x-06,run|the|obvious|risks|in|upsetting|the|new,datasets/iam/lines/a01/a01-072x/a01-072x-06.png
a01-072x-07,American|administration|.,datasets/iam/lines/a01/a01-072x/a01-072x-07.png
a01-077-00,"And|,|since|this|is|election|year|in|West",datasets/iam/lines/a01/a01-077/a01-077-00.png
a01-077-01,"Germany|,|Dr.|Adenauer|is|in|a|tough",datasets/iam/lines/a01/a01-077/a01-077-01.png
a01-077-02,spot|.|Joyce|Egginton|cables|:|President,datasets/iam/lines/a01/a01-077/a01-077-02.png
a01-077-03,Kennedy|at|his|Washington|Press|con-,datasets/iam/lines/a01/a01-077/a01-077-03.png
a01-077-04,ference|admitted|he|did|not|know,datasets/iam/lines/a01/a01-077/a01-077-04.png
a01-077-05,whether|America|was|lagging|behind,datasets/iam/lines/a01/a01-077/a01-077-05.png
a01-077-06,Russia|in|missile|power|.|He|said|he,datasets/iam/lines/a01/a01-077/a01-077-06.png
a01-077-07,was|waiting|for|his|senior|military,datasets/iam/lines/a01/a01-077/a01-077-07.png
a01-077-08,aides|to|come|up|with|the|answer|on,datasets/iam/lines/a01/a01-077/a01-077-08.png
a01-077-09,February|20|.,datasets/iam/lines/a01/a01-077/a01-077-09.png
a01-077u-00,"And|,|since|this|is|election|year|in|West",datasets/iam/lines/a01/a01-077u/a01-077u-00.png
a01-077u-01,"Germany|,|Dr.|Adenauer|is|in|a|tough|spot|.",datasets/iam/lines/a01/a01-077u/a01-077u-01.png
a01-077u-02,Joyce|Egginton|cables|:|President|Kennedy,datasets/iam/lines/a01/a01-077u/a01-077u-02.png
